Listing ID,Listing Title,Nightly Price,Listing URL
92499053,Wrigleyville Inn - Unit 3,$162,https://www.vrbo.com/3334154?chkin=2024-03-03&chkout=2024-03-05&d1=2024-03-03&d2=2024-03-05&startDate=2024-03-03&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1709285853015&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=178166&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=162&top_cur=USD&userIntent=&selectedRoomType=92499053&selectedRatePlan=00041eeab9fac63149a2a7cbfdf7795a7f40&expediaPropertyId=92499053
46153043,Contemporary 2BR Flat Right Next to Wrigley Field & Transit ❤️ Cubs!,$121,https://www.vrbo.com/9354143ha?chkin=2024-03-03&chkout=2024-03-05&d1=2024-03-03&d2=2024-03-05&startDate=2024-03-03&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1709285853016&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=178166&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=121&top_cur=USD&userIntent=&selectedRoomType=46153043&selectedRatePlan=0000855506162a6944768ee88440aeda4a22&expediaPropertyId=46153043
50644658,Bright and Cozy 1BR Apartment in Logan Square! ,$79,https://www.vrbo.com/1952477?chkin=2024-03-03&chkout=2024-03-05&d1=2024-03-03&d2=2024-03-05&startDate=2024-03-03&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1709285853018&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6132429&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=79&top_cur=USD&userIntent=&selectedRoomType=50644658&selectedRatePlan=0004601d6ebce41f40d68d5d13ee19112ffd&expediaPropertyId=50644658
92499041,Wrigleyville Inn - Unit 1,$162,https://www.vrbo.com/3334151?chkin=2024-03-03&chkout=2024-03-05&d1=2024-03-03&d2=2024-03-05&startDate=2024-03-03&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1709285853019&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=178166&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=162&top_cur=USD&userIntent=&selectedRoomType=92499041&selectedRatePlan=000469420e5769ec4375915d6e6a59018058&expediaPropertyId=92499041
88902283,Epic Lake Views Await You - You Will WANT to Wake up Early for the Sunrise by RedAwning,$101,https://www.vrbo.com/9751669ha?chkin=2024-03-03&chkout=2024-03-05&d1=2024-03-03&d2=2024-03-05&startDate=2024-03-03&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1709285853019&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=101&top_cur=USD&userIntent=&selectedRoomType=88902283&selectedRatePlan=00001fafe3ed03024dfd851e5fe8dfa869be&expediaPropertyId=88902283
88490423,Nice & Comfy Uptown Studio Apt near Shops & Dining,$65,https://www.vrbo.com/3079438?chkin=2024-03-03&chkout=2024-03-05&d1=2024-03-03&d2=2024-03-05&startDate=2024-03-03&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1709285853020&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6132444&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=65&top_cur=USD&userIntent=&selectedRoomType=88490423&selectedRatePlan=00042fe83c4c424e4b9780b67743949aad1b&expediaPropertyId=88490423
66492000,Cool 2BR | Wrigleyville close to Fun City,$67,https://www.vrbo.com/2267959?chkin=2024-03-03&chkout=2024-03-05&d1=2024-03-03&d2=2024-03-05&startDate=2024-03-03&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1709285853021&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=178166&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=67&top_cur=USD&userIntent=&selectedRoomType=66492000&selectedRatePlan=000486d2d68f16a24f20bb07c6470f293c3d&expediaPropertyId=66492000
39149362,Sunny Jumbo Studio in the Heart of Oak Park,$125,https://www.vrbo.com/1724937?chkin=2024-03-03&chkout=2024-03-05&d1=2024-03-03&d2=2024-03-05&startDate=2024-03-03&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1709285853022&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=125&top_cur=USD&userIntent=&selectedRoomType=39149362&selectedRatePlan=0004cd0a729011654d708071cce9c0eb5fcd&expediaPropertyId=39149362
89687009,"Studio Apartment w/ In-Unit Laundry, Near Shops!",$65,https://www.vrbo.com/3140763?chkin=2024-03-03&chkout=2024-03-05&d1=2024-03-03&d2=2024-03-05&startDate=2024-03-03&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1709285853024&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6132444&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=65&top_cur=USD&userIntent=&selectedRoomType=89687009&selectedRatePlan=0004170615028f3b4fb482817dfe567a69cc&expediaPropertyId=89687009
92367213,Chicago Vacation Rental ~ 7 Miles to Downtown,$108,https://www.vrbo.com/9809377ha?chkin=2024-03-03&chkout=2024-03-05&d1=2024-03-03&d2=2024-03-05&startDate=2024-03-03&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1709285853025&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6132238&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=108&top_cur=USD&userIntent=&selectedRoomType=92367213&selectedRatePlan=00000526539929b8438194bf42e921d51ecc&expediaPropertyId=92367213
97074579,Charming Chicago Retreat with Modern Comforts - Spa Bath,$111,https://www.vrbo.com/3589566?chkin=2024-03-03&chkout=2024-03-05&d1=2024-03-03&d2=2024-03-05&startDate=2024-03-03&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1709285853025&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6132419&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=111&top_cur=USD&userIntent=&selectedRoomType=97074579&selectedRatePlan=0004291724b8804d4debbcec26bf059d17f5&expediaPropertyId=97074579
87736374,Uptown studio apartment with breathing views,$175,https://www.vrbo.com/3034866?chkin=2024-03-03&chkout=2024-03-05&d1=2024-03-03&d2=2024-03-05&startDate=2024-03-03&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1709285853026&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6132444&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=175&top_cur=USD&userIntent=&selectedRoomType=87736374&selectedRatePlan=0004b77664ac889d446598fec529e7a671f9&expediaPropertyId=87736374
83704219,Sonder The Opal | Three-Bedroom Apartment,$241,https://www.vrbo.com/9719697ha?chkin=2024-03-03&chkout=2024-03-05&d1=2024-03-03&d2=2024-03-05&startDate=2024-03-03&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1709285853027&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6350699&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=241&top_cur=USD&userIntent=&selectedRoomType=83704219&selectedRatePlan=00004978e748626849159946c0a4a9826234&expediaPropertyId=83704219
69938871,Chicago Modern Condo- Perfect for family time or a good time in Chicago.,$165,https://www.vrbo.com/2405474?chkin=2024-03-03&chkout=2024-03-05&d1=2024-03-03&d2=2024-03-05&startDate=2024-03-03&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1709285853029&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6132432&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=165&top_cur=USD&userIntent=&selectedRoomType=69938871&selectedRatePlan=00044790188099444e358d273eeac2244bf9&expediaPropertyId=69938871
41996288,Downtown Penthouse Vintage Loft | Pvt Balcony+Gym ,$100,https://www.vrbo.com/9164214ha?chkin=2024-03-03&chkout=2024-03-05&d1=2024-03-03&d2=2024-03-05&startDate=2024-03-03&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1709285853031&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6350699&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=100&top_cur=USD&userIntent=&selectedRoomType=41996288&selectedRatePlan=0000501157dedb864c3fa03eb58198c3436d&expediaPropertyId=41996288
88902423,Bucktown Condo Just Two Blocks from the 'L' by RedAwning,$109,https://www.vrbo.com/9751725ha?chkin=2024-03-03&chkout=2024-03-05&d1=2024-03-03&d2=2024-03-05&startDate=2024-03-03&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1709285853031&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6132439&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=109&top_cur=USD&userIntent=&selectedRoomType=88902423&selectedRatePlan=0000e68f3ba3ac63431e8903a9afab4e0819&expediaPropertyId=88902423
93386232,Discover the Best of Chicago's Loop Near Ford Center Theatre! Pets are Welcome!,$162,https://www.vrbo.com/3385048?chkin=2024-03-03&chkout=2024-03-05&d1=2024-03-03&d2=2024-03-05&startDate=2024-03-03&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1709285853032&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6350699&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=162&top_cur=USD&userIntent=&selectedRoomType=93386232&selectedRatePlan=0004d43f4515352c4ca3b8077d42b1fd77a3&expediaPropertyId=93386232
98891884,Sonder The Burnham | Queen Studio Apartment,$134,https://www.vrbo.com/9872573ha?chkin=2024-03-03&chkout=2024-03-05&d1=2024-03-03&d2=2024-03-05&startDate=2024-03-03&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1709285852953&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6350699&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=134&top_cur=USD&userIntent=&selectedRoomType=98891884&selectedRatePlan=0000c6daf7b2a3474bda864e69cead175264&expediaPropertyId=98891884
